Group,Solution Id,Language,Complaint Id,Sysmtom,Confirmation,Check Point,Procedure,Root Cause,Solution,Key,is_active
EPSAC,357,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 9’ fault code appearing in the LCP display?,Description of ALARM 9 : Inverter overload. This can be visually checked in the VFD LCP display.,1. Wrong setting of motor data in the VFD drive. 2. The VFD output current shown on the LCP is more than the VFD /Motor rated current. 3. Motor bearing failure,"1. Check and update the motor data as per nameplate in the VFD parameters 1-20 to 1-25. 2. Check and correct the site voltage within the limit. 3. Do the SPM check on the motor. Decouple the motor and check it for free rotation. Repair or replace the motor if found to be defective. If still not solved, contact the nearest Danfoss for service support.",ALARM 9 : Inverter overload,0
EPSAC,358,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘WARNING /ALARM 12’ fault code appearing in the LCP display?,Description of Warning/Alarm 12: Torque limit exceeded. This can be visually checked in the VFD LCP display.,1. Wrong setting of ramp up time 2. Wrong setting of torque value in setting parameter 4-16 in VFD. 3. Motor bearing failure 4. Airend bearing failure or jamming,"1. Check and correct the ramp up setting. 2. Check and correct the torque setting as 160 (%)(1) 3. Do the SPM check on the motor. Decouple the motor and check it for free rotation. Repair or replace the motor if it's found to be defective. 4. Do the check SPM for airend bearing and check for free rotation of the input shaft. Replace the airend if found to defective. If still not solved, contact the nearest Danfoss for service support.",Warning/Alarm 12: Torque limit exceeded,0
EPSAC,359,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 13’ fault code appearing in the LCP display?,Description of ALARM 13: Overcurrent. This can be visually checked in the VFD LCP display.,"1. Wrong setting of ramp up time. 2. Motor bearing failure 3. Wrong setting of motor nameplate data in VFD. 4. Loose connections at incoming supply, VFD incoming and motor terminal side.","1. Check and correct the ramp up setting. 2. Do the SPM check on the motor. Decouple the motor and check it for free rotation. Repair or replace the motor if it's found to be defective. 3. Check and update the motor data as per the nameplate in parameters 1-20 to 1-25. 4. Check and correct the loose connections. If still not solved, contact the nearest Danfoss for service support.",ALARM 13: Overcurrent,0
EPSAC,360,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 14’ fault code appearing in the LCP display?,Description of ALARM 14: Earth fault. This can be visually checked in the VFD LCP display.,"1. There is current from the output phases to earth, either in the cable between the frequency converter and the motor or in the motor itself.",1.1 Disconnect the motor incoming cable and do the continuity check between winding and motor body. 1.2 Disconnect motor cable and check end to end continuity,ALARM 14: Earth fault,0
EPSAC,361,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 16’ fault code appearing in the LCP display?,Description of ALARM 16: Short circuit. This can be visually checked in the VFD LCP display.,1. There is a short circuit in the motor cable or motor winding.,1. Check and correct the short circuit in the motor.,ALARM 16: Short circuit,0
EPSAC,362,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘WARNING 23’ fault code appearing in the LCP display?,Description of Warning 23: Drive internal fan fault. This can be visually checked in the VFD LCP display.,1. Drive internal fan fault,1. Contact the nearest Danfoss for service support.,WARNING 23: Drive internal fan fault,0
EPSAC,363,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘WARNING 24’ fault code appearing in the LCP display?,Description of Warning 24: Drive external fan fault. This can be visually checked in the VFD LCP display.,1. Drive external fan fault,1. Contact the nearest Danfoss for service support.,WARNING 24: Drive external fan fault,0
EPSAC,364,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 29’ fault code appearing in the LCP display?,Description of Warning 29: Heat sink temperature high. This can be checked in the VFD LCP display,1. External drive fan failure,1. Contact the nearest Danfoss for service support.,Warning 29: Heat sink temperature high,0
EPSAC,365,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 30’ fault code appearing in the LCP display?,Description of ALARM 30: Motor phase U missing. This can be visually checked in the VFD LCP display.,1. Motor phase U missing: - Motor phase U between the frequency converter and the motor is missing.,1. Check the continuity and replace the cable.,ALARM 30: Motor phase U missing,0
EPSAC,366,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 31’ fault code appearing in LCP display?,Description of ALARM 31: Motor phase V missing. This can be visually checked in the VFD LCP display.,1. Motor phase V missing: - Motor phase V between the frequency converter and the motor is missing.,1. Check the continuity and replace the cable.,ALARM 31: Motor phase V missing,0
EPSAC,367,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 32’ fault code appearing in LCP display?,Description of ALARM 32: Motor phase W missing. This can be visually checked in the VFD LCP display.,1. Motor phase W missing: - Motor phase W between the frequency converter and the motor is missing.,1. Check the continuity and replace the cable.,ALARM 32: Motor phase W missing.,0
EPSAC,368,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 33’ fault code appearing in the LCP display?,Description of ALARM 33: Inrush fault. Visually check,1. Frequent power-ups,1. Wait for operating temperature down to ambient and restart the drive. Avoid frequent power-ups to prevent this fault.,ALARM 33: Inrush fault,0
EPSAC,369,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 38’ fault code appearing in the LCP display?,Description of ALARM 38:Internal fault. This can be visually checked in the VFD LCP display.,1. Internal fault,1. Contact the nearest Danfoss for service support.,ALARM 38: Internal fault,0
EPSAC,370,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 39’ fault code appearing in LCP display?,Description of ALARM 39: Heat sink sensor. Visually check in the VFD LCP display,1. Heat sink sensor fault,1. Contact the nearest Danfoss for service support.,ALARM 39: Heat sink sensor,0
EPSAC,371,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘WARNING 59’ fault code appearing in LCP display?,Description of Warning 59: Current limit high. Visually check in the VFD LCP display,1. Wrong setting of motor data in the VFD,"1. Check and update the motor data as per the nameplate in parameters 1-20 to 1-25. If still not solved, contact the nearest Danfoss for service support.",Warning 59: Current limit high,0
EPSAC,442,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Does the VFD not run? (Applicable for standalone VFD),Visually check the standalone VFD display for speed (> 0 RPM ),1. Absence of incoming supply 2. MCB trip in the control panel (if applicable) 3. MCB trip in the VFD control panel (if applicable) 4. Emergency stop failure 5. VFD set in manual mode,"1.1. Check and ensure the incoming power supply at RYB terminals in the VFD panel as recommended. 1.2. Check and ensure the incoming power supply at L1, L2, L3 terminals in the compressor control panels. 1.3. Check for any loose connections in the power harness at outgoing bus bar UVW in VFD and L1, L2, L3 and correct it. 2. Check and reset the MCB (Compressor control panel side). 3. Check and reset the MCB (VFD control panel side). 4. Check the continuity in NO/NC contact of the emergency stop button and replace, if found to be defective. 5. Check and change to Auto mode",VFD not running,0
EPSAC,443,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is the VFD mode disabled in the controller? (If applicable),Visually check the controller,1. Wrong setting,1. Check and enable the VFD mode in the controller,VFD mode disabled in the Neuron controller,0
EPSAC,444,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is RS485 communication cable cut ?,Visually check for any cable cut,1. RS485 communication cable cut,1. Check and replace the RS485 communication cable,RS485 communication cable cut,0
EPSAC,445,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is there a R3 relay malfunction in the VFD control panel ? (Applicable for standalone VFD),Check for R3 relay continuity,1. loose connection of R3 relay in the VFD control panel 2. R3 relay failure,1. Check and correct the loose connection 2. Check for continuity in the R3 relay contacts at shutdown condition and replace it if No continuity in the relay.,R3 relay malfunction,0
EPSAC,446,English,30,Compressor not loading,Check if the compressor pressure is equal to the compressor unload pressure in load mode.,Is there a relay failure (to solenoid valve) in the controller ?,Check continuity on the relay for solenoid valve with a multimeter,1. Relay internal parts failure,1. Replace the controller,Controller relay failure,0
EPSAC,447,English,30,Compressor not loading,Check if the compressor pressure is equal to the compressor unload pressure in load mode.,Is there no feedback from the pressure transmitter to the VFD?,Visually check the ramp up and ramp down rpm in the VFD display,1. Pressure transmitter failure (compressor side for integrated VFD models) 2. Pressure transmitter failure (air receiver side for standalone VFD models) 3. No run feedback due to relay (R2) relay failure in the VFD control panel (applicable for standalone VFD models) 4. Wrong pressure setting in the VFD (applicable for standalone VFD models).,"1. Check and replace the pressure transmitter. 2. Check and replace the pressure transmitter. 3. Check for control voltage at X1:5, X1:6 terminals and ensure these terminals are in NC condition when the VFD is ‘ON’, otherwise replace the relay. 4. Check and correct the minimum and maximum pressure reference setting in the VFD setting.",No feedback from the pressure transmitter,0
EPSAC,448,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is VFD model selection wrong in the controller?,Visually check in the controller,1. Wrong VFD model selection,1. Check and select the correct model selection,VFD model selection wrong,0
EPSAC,449,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is the P/I gain not set as per air demand?,Visually check the P/I gain in the neuron controller with respect to air demand at site.,1. P/I gain is not adjusted based on air demand.,1. Check and adjust the P/I again as recommended in the operations manual.,P/I gain not set as per air demand,0
EPSAC,778,English,37,Safety valve opening,Check if safety valve is opening while compressor is running,Is the sump pressure high ?,Visually check the controller display (Above 75kw),Refer the high sump pressure symptom diagnosis steps,Refer the high sump pressure symptom diagnosis steps,,0
EPSAC,779,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 10’ fault code appearing in LCP display?,"""Description of ALARM 10: Motor overload temperature (ETR trip) This can be visually checked in the VFD LCP display.""",1) Low incoming voltage 2) Wrong setting of motor data in the VFD 3) Motor greasing is not done as per recommended 4) Wrong grade of grease used 5) Motor bearing failure,"1) Check and correct the incoming voltage. 2) Check and update the motor data as per name plate in parameters 1-20 to 1-25 .If still not solved, contact the nearest Danfoss for service support. 3 & 4) Do the greasing with correct grade and quantity as per recommendations. 5) Do the SPM check on the motor. Decouple the motor and check it for free rotation. Repair or replace the motor if found to be defective. If still not solved, contact the nearest Danfoss team for service support.""",,0
